account_id,plan,usage_90d,usage_30d,usage_delta_pct,critical_tickets_30d,nps,on_time_payment_ratio,late_payments_6m,arr_usd,churned_60d,expansion_prob_proxy
ACC-0285,pro,517.94,572.08,0.1045,0,35.9,0.901,1,32586.23,0,0.6591
ACC-0286,pro,1515.21,1284.55,-0.1522,0,9.5,0.801,3,37613.93,1,0.3996
ACC-0287,basic,1052.44,1013.4,-0.0371,1,3.5,0.945,1,12537.48,1,0.4184
ACC-0288,basic,1143.91,1406.58,0.2296,1,12.4,0.683,1,24266.26,1,0.5526
ACC-0289,pro,1041.42,1131.55,0.0865,0,41.7,0.645,0,26762.2,0,0.6715
ACC-0290,basic,1155.65,800.49,-0.3073,0,34.2,1.0,1,47206.89,0,0.5224
ACC-0291,enterprise,946.21,1082.69,0.1442,0,41.5,1.0,1,1780.05,0,0.6281
ACC-0292,basic,1508.92,1148.87,-0.2386,2,50.0,0.774,1,10333.46,0,0.5452
ACC-0293,enterprise,840.24,1101.34,0.3108,1,16.2,0.9,0,66066.94,1,0.564
ACC-0294,basic,1396.28,1710.87,0.2253,0,79.0,1.0,1,19903.54,0,0.8318
ACC-0295,enterprise,774.47,823.86,0.0638,0,27.0,0.95,1,1500.0,0,0.532
ACC-0296,enterprise,978.91,1012.77,0.0346,3,22.0,0.918,0,15261.75,0,0.4409
ACC-0297,enterprise,624.81,596.08,-0.046,0,49.5,1.0,1,1500.0,0,0.5966
ACC-0298,enterprise,1159.26,1332.31,0.1493,1,-20.1,0.812,2,27613.81,0,0.2995
ACC-0299,pro,1505.79,1382.96,-0.0816,2,11.3,0.904,1,36146.77,0,0.4224
ACC-0300,pro,972.93,1023.35,0.0518,3,64.4,0.898,1,10325.06,1,0.7099
ACC-0301,pro,931.09,1109.7,0.1918,1,-17.1,0.867,2,16939.14,1,0.4002
ACC-0302,basic,609.88,534.5,-0.1236,1,68.5,0.853,1,37854.81,1,0.6927
ACC-0303,pro,919.75,795.06,-0.1356,2,80.3,0.909,5,1500.0,1,0.6932
ACC-0304,pro,442.52,326.24,-0.2628,1,23.9,0.904,3,4176.43,0,0.4298
ACC-0305,enterprise,680.49,521.13,-0.2342,0,43.8,0.774,1,20578.27,0,0.4953
ACC-0306,pro,1079.38,645.2,-0.4022,0,68.6,0.996,1,12714.98,0,0.6823
ACC-0307,basic,1461.65,1696.34,0.1606,0,21.0,0.783,0,19592.0,0,0.6072
ACC-0308,pro,1983.22,2772.47,0.398,1,61.0,0.874,1,5043.75,0,0.8159
ACC-0309,basic,794.7,1043.89,0.3136,0,14.9,0.865,2,27214.7,0,0.622
ACC-0310,basic,1502.36,964.9,-0.3577,1,20.7,0.943,1,21761.5,0,0.4199
ACC-0311,pro,1085.31,1258.39,0.1595,1,11.0,0.646,2,32237.86,0,0.5112
ACC-0312,pro,947.06,1243.36,0.3129,0,45.3,1.0,1,27005.99,0,0.7606
ACC-0313,basic,1151.41,1035.69,-0.1005,1,69.7,0.819,2,27100.35,0,0.6946
ACC-0314,basic,1021.67,1044.47,0.0223,0,29.5,1.0,1,2305.39,0,0.5988
ACC-0315,basic,1038.64,579.83,-0.4417,5,-3.1,0.843,1,31388.87,1,0.2588
ACC-0316,basic,857.08,907.38,0.0587,2,2.5,0.894,0,19037.0,0,0.4369
ACC-0317,basic,510.66,391.18,-0.234,0,46.8,1.0,1,21501.03,0,0.5923
ACC-0318,pro,459.73,479.92,0.0439,0,90.3,0.867,2,39723.97,1,0.8208
ACC-0319,basic,1228.64,806.64,-0.3435,3,46.8,1.0,0,13208.47,1,0.5236
ACC-0320,enterprise,903.15,1011.02,0.1194,0,23.4,0.905,2,44267.76,0,0.5244
ACC-0321,enterprise,791.37,969.74,0.2254,1,58.0,0.95,1,45667.13,0,0.7064
ACC-0322,pro,1002.98,830.16,-0.1723,5,27.8,0.908,1,35291.77,1,0.4061
ACC-0323,basic,1278.23,958.51,-0.2501,0,23.7,1.0,0,9290.69,1,0.4872
ACC-0324,pro,1063.13,558.86,-0.4743,0,6.2,0.818,0,1500.0,0,0.3709
ACC-0325,enterprise,770.38,725.23,-0.0586,1,77.3,0.782,4,40182.52,0,0.6623
ACC-0326,pro,1429.2,1246.34,-0.128,0,-41.2,0.823,0,25670.78,1,0.2236
ACC-0327,enterprise,1552.71,1022.89,-0.3412,1,58.9,0.912,3,12822.04,1,0.5258
ACC-0328,pro,1173.09,1290.01,0.0997,3,21.1,0.874,4,41603.44,1,0.4859
ACC-0329,pro,1340.78,1208.05,-0.099,0,22.7,0.985,0,11076.62,1,0.5365
ACC-0330,basic,1434.69,1095.15,-0.2367,1,85.8,1.0,1,17637.67,1,0.7405
ACC-0331,pro,1395.53,1225.27,-0.122,1,13.6,0.783,2,31873.36,1,0.4191
ACC-0332,basic,1214.93,1501.28,0.2357,0,14.6,0.812,0,7295.96,1,0.6077
ACC-0333,pro,1209.42,1369.85,0.1326,2,31.1,0.728,1,22357.79,1,0.5966
ACC-0334,enterprise,1181.88,1148.07,-0.0286,1,47.4,1.0,0,40337.06,0,0.5867
ACC-0335,basic,615.93,699.82,0.1362,1,21.7,0.937,1,27166.66,1,0.581
ACC-0336,pro,1245.25,927.21,-0.2554,0,-12.2,0.958,1,42711.4,1,0.3084
ACC-0337,basic,525.47,529.21,0.0071,0,9.0,0.739,2,41004.04,1,0.459
ACC-0338,pro,721.89,745.29,0.0324,0,73.4,0.9,0,24116.08,0,0.779
ACC-0339,basic,1456.25,1305.72,-0.1034,0,37.2,0.961,2,1500.0,1,0.5739
ACC-0340,enterprise,1294.08,1418.05,0.0958,1,48.5,0.87,0,7413.42,0,0.6295
ACC-0341,basic,1520.59,1259.51,-0.1717,0,27.2,1.0,0,35450.01,0,0.5216
ACC-0342,enterprise,904.91,1006.41,0.1122,1,15.2,1.0,1,1500.0,0,0.4784
ACC-0343,enterprise,596.71,669.16,0.1214,2,85.3,0.786,1,19099.61,0,0.7572
ACC-0344,pro,915.85,328.08,-0.6418,1,29.4,0.777,3,29077.21,0,0.4093
ACC-0345,pro,1035.71,1306.93,0.2619,0,21.7,0.795,1,46043.56,1,0.6468
ACC-0346,pro,1027.65,338.63,-0.6705,3,67.9,1.0,0,15374.7,1,0.6022
ACC-0347,enterprise,1396.79,1207.48,-0.1355,1,13.3,1.0,1,14347.68,0,0.3707
ACC-0348,basic,873.56,1070.61,0.2256,0,17.2,0.884,0,23213.31,1,0.6202
ACC-0349,pro,1123.21,1044.81,-0.0698,0,35.3,0.904,1,29263.69,0,0.593
ACC-0350,basic,653.98,443.03,-0.3226,1,35.0,0.802,0,21686.3,0,0.4973
ACC-0351,pro,1157.61,879.06,-0.2406,3,42.8,1.0,2,39739.03,0,0.5008
ACC-0352,basic,1001.09,1227.25,0.2259,1,97.8,0.854,0,12012.84,0,0.868
ACC-0353,pro,737.57,425.77,-0.4227,0,45.1,0.869,2,25802.41,1,0.552
ACC-0354,pro,917.46,1145.34,0.2484,1,-36.3,0.973,0,30678.19,0,0.361
ACC-0355,pro,935.54,924.2,-0.0121,0,44.8,0.877,0,17996.51,1,0.663
ACC-0356,pro,905.45,667.92,-0.2623,0,36.1,0.872,1,36595.65,1,0.5369
ACC-0357,pro,1619.97,1412.15,-0.1283,0,36.3,0.901,2,26234.38,1,0.5642
ACC-0358,pro,965.54,749.47,-0.2238,0,42.4,0.995,1,35832.69,1,0.5802
ACC-0359,pro,914.64,1088.94,0.1906,0,34.1,1.0,0,26911.56,0,0.6915
ACC-0360,pro,265.89,308.74,0.1611,1,33.4,0.97,1,29646.07,0,0.6556
ACC-0361,enterprise,687.03,427.18,-0.3782,2,53.4,0.996,2,14514.12,0,0.4887
ACC-0362,basic,907.92,827.31,-0.0888,2,18.7,0.876,1,14538.42,1,0.4447
ACC-0363,basic,759.95,615.64,-0.1899,0,6.6,0.815,2,42365.95,1,0.3734
ACC-0364,basic,1483.6,1905.79,0.2846,0,100.0,0.978,1,33532.66,0,0.8833
ACC-0365,pro,942.27,662.4,-0.297,0,13.5,0.921,1,8655.52,0,0.4225
ACC-0366,pro,1450.96,1963.04,0.3529,3,38.0,0.729,0,26712.95,1,0.7006
ACC-0367,pro,1021.6,1014.11,-0.0073,2,-9.9,0.861,0,1500.0,1,0.3576
ACC-0368,pro,1013.03,754.07,-0.2556,1,38.5,0.89,1,15390.9,0,0.528
ACC-0369,basic,968.92,824.55,-0.149,0,7.0,0.839,0,38415.42,0,0.4172
ACC-0370,enterprise,1001.33,824.74,-0.1764,2,21.7,1.0,1,22122.82,0,0.3727
ACC-0371,pro,1601.58,1152.47,-0.2804,1,66.4,0.958,0,25768.69,1,0.6726
ACC-0372,basic,188.14,192.06,0.0209,0,49.2,1.0,2,1500.0,0,0.6769
ACC-0373,basic,299.46,218.56,-0.2701,0,52.1,0.932,1,18116.2,0,0.6089
ACC-0374,basic,809.89,421.4,-0.4797,2,-18.1,0.91,2,29074.08,1,0.2282
ACC-0375,basic,1005.08,921.13,-0.0835,0,90.1,0.788,3,30979.35,0,0.7805
ACC-0376,basic,1241.54,749.11,-0.3966,0,-0.8,0.901,0,38435.34,1,0.3433
ACC-0377,enterprise,1165.58,972.71,-0.1655,0,80.9,0.902,1,20846.13,0,0.6821
ACC-0378,pro,865.51,692.41,-0.2,2,65.6,0.736,2,21515.16,1,0.6221
ACC-0379,basic,1356.67,1096.64,-0.1917,1,52.3,0.835,0,4018.24,1,0.6037
ACC-0380,pro,1360.57,1959.51,0.4402,0,9.4,0.861,1,20932.18,1,0.6596
ACC-0381,pro,1064.42,1077.63,0.0124,0,39.5,0.95,2,5076.37,1,0.6366
ACC-0382,enterprise,1336.93,1409.1,0.054,6,20.9,0.955,2,1500.0,1,0.3616
ACC-0383,pro,1095.43,667.33,-0.3908,0,35.9,0.83,0,7722.31,1,0.5299
ACC-0384,pro,803.48,687.88,-0.1439,0,27.5,0.956,2,46630.27,1,0.5182
ACC-0385,basic,1244.24,1303.17,0.0474,0,-26.2,0.878,2,19941.58,1,0.3165
ACC-0386,enterprise,1038.71,804.59,-0.2254,0,68.7,0.556,3,27298.16,1,0.5815
ACC-0387,pro,1000.47,1200.34,0.1998,1,32.6,0.842,2,16297.56,0,0.6482
ACC-0388,enterprise,1515.53,1114.53,-0.2646,2,20.5,1.0,0,1500.0,1,0.362
ACC-0389,basic,142.19,133.24,-0.063,1,18.2,0.698,0,38041.7,0,0.474
ACC-0390,enterprise,503.81,438.85,-0.1289,0,45.8,0.914,1,1500.0,0,0.5447
ACC-0391,pro,584.53,605.66,0.0362,0,8.2,1.0,0,15678.11,0,0.5203
ACC-0392,basic,872.86,749.87,-0.1409,0,-32.7,0.809,0,23180.78,0,0.2429
ACC-0393,pro,910.89,856.6,-0.0596,0,47.2,0.9,1,27457.34,0,0.6504
ACC-0394,pro,472.44,447.89,-0.0519,3,50.6,0.744,4,13102.96,1,0.5616
ACC-0395,basic,655.19,549.34,-0.1616,2,29.0,1.0,1,1500.0,1,0.4768
ACC-0396,pro,698.71,773.27,0.1067,1,0.6,0.89,1,11983.6,1,0.4681
ACC-0397,enterprise,1860.1,1957.65,0.0524,1,37.7,0.906,2,12768.63,0,0.5477
ACC-0398,basic,1630.61,1598.82,-0.0195,1,-8.9,1.0,1,12403.6,0,0.3689
ACC-0399,pro,855.89,774.83,-0.0947,0,4.2,0.979,1,38550.88,1,0.4343
ACC-0400,pro,872.75,1025.69,0.1752,0,12.5,0.795,1,5795.96,0,0.5714
ACC-0401,basic,597.78,566.76,-0.0519,1,60.3,0.822,1,28514.69,0,0.6808
ACC-0402,enterprise,332.15,309.74,-0.0675,1,24.1,0.959,3,26374.46,0,0.424
ACC-0403,pro,959.09,981.18,0.023,3,21.6,0.825,1,38406.83,0,0.4877
ACC-0404,basic,650.75,893.64,0.3732,0,93.6,0.646,1,22003.02,0,0.8815
ACC-0405,enterprise,970.3,684.18,-0.2949,1,45.6,0.894,1,35866.96,0,0.4855
ACC-0406,enterprise,439.93,514.44,0.1694,3,45.2,0.722,0,21416.7,0,0.597
ACC-0407,basic,733.31,427.89,-0.4165,1,23.9,1.0,1,30515.89,1,0.4339
ACC-0408,enterprise,1052.02,1102.31,0.0478,1,17.1,0.921,1,1500.0,1,0.4561
ACC-0409,basic,1128.17,1519.11,0.3465,1,-30.6,0.791,1,1500.0,1,0.3919
ACC-0410,enterprise,1146.12,1269.33,0.1075,0,64.1,0.816,0,29663.2,0,0.7034
ACC-0411,pro,537.83,558.02,0.0375,1,48.4,0.673,2,30467.75,1,0.6489
ACC-0412,pro,1299.14,1138.96,-0.1233,0,29.6,0.768,0,31132.53,0,0.5455
ACC-0413,basic,719.93,724.84,0.0068,1,30.9,1.0,0,16126.01,0,0.5899
ACC-0414,enterprise,1221.5,1153.76,-0.0555,1,57.1,1.0,1,46345.83,0,0.6124
ACC-0415,basic,996.28,824.01,-0.1729,0,-11.6,0.987,0,17101.83,0,0.3302
ACC-0416,basic,518.26,485.21,-0.0638,0,17.3,0.889,1,30313.19,0,0.4962
ACC-0417,basic,889.33,928.14,0.0436,2,0.9,0.848,0,32919.54,0,0.4191
ACC-0418,pro,1127.88,937.51,-0.1688,3,88.1,0.785,2,49781.1,0,0.7171
ACC-0419,basic,1214.54,999.1,-0.1774,2,61.3,1.0,1,19244.56,0,0.6316
ACC-0420,enterprise,950.65,666.17,-0.2993,1,-31.1,0.877,0,14202.11,0,0.172
ACC-0421,pro,1536.12,1668.17,0.086,0,-10.4,1.0,1,1527.82,1,0.4364
ACC-0422,basic,1352.63,1514.91,0.12,1,31.0,1.0,2,47285.51,1,0.6132
ACC-0423,basic,910.17,956.56,0.051,0,20.8,0.691,2,30321.16,1,0.5336
ACC-0424,basic,1262.54,1530.63,0.2123,0,-4.7,0.82,1,30795.92,0,0.4928
ACC-0425,pro,1676.83,1709.24,0.0193,0,93.3,0.82,2,70750.56,0,0.8225
ACC-0426,enterprise,1686.17,1831.59,0.0862,2,44.4,0.89,1,28875.67,0,0.5826
ACC-0427,basic,570.2,608.31,0.0668,0,49.2,0.893,1,4465.18,0,0.6947
ACC-0428,enterprise,675.71,662.11,-0.0201,1,14.2,1.0,0,21061.45,1,0.4316
ACC-0429,basic,1519.72,1342.25,-0.1168,2,56.7,0.771,1,9378.26,1,0.616
ACC-0430,enterprise,629.6,936.29,0.4871,3,23.6,0.927,0,18061.97,0,0.6305
ACC-0431,enterprise,537.11,483.71,-0.0994,1,26.5,0.974,1,17961.16,0,0.4473
ACC-0432,pro,829.83,708.27,-0.1465,1,53.3,0.9,1,15194.63,1,0.6284
ACC-0433,pro,1147.08,1256.6,0.0955,0,-13.9,0.913,0,3100.76,0,0.428
ACC-0434,enterprise,964.16,1017.58,0.0554,2,82.9,0.775,2,47887.52,0,0.7231
ACC-0435,basic,772.3,533.62,-0.3091,0,40.5,0.913,1,28482.72,0,0.547
ACC-0436,basic,764.03,952.73,0.247,0,73.4,0.961,3,20617.92,0,0.8154
ACC-0437,basic,750.68,735.13,-0.0207,1,2.7,0.939,2,35364.57,1,0.4087
ACC-0438,pro,692.17,523.0,-0.2444,3,7.3,0.968,1,31066.01,0,0.3383
ACC-0439,pro,1798.57,2268.96,0.2615,0,0.1,1.0,4,28135.36,0,0.5263
ACC-0440,pro,1104.13,1256.11,0.1376,0,42.5,1.0,1,34274.97,0,0.7012
ACC-0441,enterprise,1310.37,945.82,-0.2782,1,37.0,0.909,1,26009.02,1,0.4453
ACC-0442,basic,828.82,1152.88,0.391,0,21.1,0.759,0,34053.32,0,0.6878
ACC-0443,pro,934.92,1070.42,0.1449,0,4.6,0.828,3,35296.68,1,0.4988
ACC-0444,basic,750.26,748.57,-0.0022,0,-3.0,0.874,1,26440.78,1,0.4176
ACC-0445,basic,80.0,107.99,0.3498,1,33.5,0.93,2,20694.08,0,0.7027
ACC-0446,pro,517.7,535.84,0.035,3,21.0,0.843,0,46955.97,0,0.5035
ACC-0447,enterprise,366.28,364.02,-0.0062,2,14.4,0.788,0,16831.48,1,0.3996
ACC-0448,pro,212.58,181.7,-0.1453,1,81.4,0.757,0,29869.7,0,0.7443
ACC-0449,basic,581.62,656.08,0.128,0,32.5,0.702,1,30208.63,1,0.6332
ACC-0450,pro,1463.73,1617.21,0.1049,0,73.1,0.872,0,14856.63,0,0.7943
ACC-0451,basic,984.45,987.63,0.0032,1,19.0,0.724,0,11882.66,1,0.5078
ACC-0452,enterprise,1451.7,1199.4,-0.1738,2,42.3,0.78,0,18692.22,1,0.4705
ACC-0453,pro,1143.84,1176.54,0.0286,1,33.3,0.853,1,16616.75,0,0.5979
ACC-0454,basic,1273.9,1254.33,-0.0154,1,-15.9,0.74,1,2128.04,0,0.3205
ACC-0455,basic,684.69,483.82,-0.2934,0,77.9,0.946,0,14227.57,0,0.7246
ACC-0456,basic,1183.38,800.2,-0.3238,2,30.9,0.989,0,27993.34,1,0.4677
ACC-0457,enterprise,1255.05,1411.1,0.1243,2,57.4,0.834,1,42989.15,1,0.6528
ACC-0458,pro,798.17,341.29,-0.5724,0,12.4,0.848,1,32315.87,1,0.3811
ACC-0459,pro,1195.84,1249.88,0.0452,0,30.1,0.964,1,1500.0,0,0.6156
ACC-0460,pro,1198.17,1072.14,-0.1052,0,9.0,0.814,1,33619.56,0,0.441
ACC-0461,pro,807.66,1040.11,0.2878,0,72.1,0.806,0,15627.72,0,0.8287
ACC-0462,basic,607.03,541.13,-0.1086,1,44.3,1.0,0,30796.2,0,0.6093
ACC-0463,enterprise,585.56,670.51,0.1451,1,46.0,1.0,1,23787.97,0,0.6348
ACC-0464,basic,1030.28,940.31,-0.0873,2,75.7,0.972,0,21109.69,1,0.7317
ACC-0465,pro,1114.45,1142.34,0.025,1,69.7,1.0,1,22466.46,0,0.7551
ACC-0466,pro,722.62,839.75,0.1621,1,58.0,0.663,2,23663.64,1,0.7312
ACC-0467,pro,1009.3,906.6,-0.1018,0,-7.7,1.0,0,44166.07,1,0.3865
ACC-0468,enterprise,1199.69,1462.71,0.2192,2,14.1,0.947,2,23705.1,0,0.4789
ACC-0469,basic,1216.37,950.45,-0.2186,2,4.9,1.0,3,40283.04,0,0.3242
ACC-0470,pro,1543.16,1643.17,0.0648,1,56.8,0.946,0,38098.59,0,0.7248
ACC-0471,pro,1446.94,1740.64,0.203,1,40.1,0.906,2,34005.68,0,0.6863
ACC-0472,pro,649.55,743.87,0.1452,0,-6.7,0.867,0,1500.0,0,0.4805
ACC-0473,basic,1589.26,2259.31,0.4216,3,29.3,0.944,1,40749.49,1,0.6834
ACC-0474,basic,814.16,677.41,-0.168,3,-9.8,0.863,0,17131.48,1,0.2782
ACC-0475,basic,1365.71,951.33,-0.3034,3,33.4,1.0,1,34735.91,1,0.4487
ACC-0476,basic,1023.8,799.84,-0.2188,0,-14.7,0.71,0,9412.01,1,0.2868
ACC-0477,pro,855.75,980.09,0.1453,0,50.9,0.835,0,6223.89,0,0.7335
ACC-0478,pro,367.31,407.54,0.1095,2,46.3,1.0,1,53645.83,0,0.6777
ACC-0479,pro,939.95,961.1,0.0225,2,92.2,0.825,3,9645.25,1,0.7977
ACC-0480,pro,454.22,342.0,-0.2471,0,60.4,0.871,1,41191.6,0,0.653
ACC-0481,pro,1338.55,1564.38,0.1687,2,22.3,0.794,3,25776.3,1,0.5486
ACC-0482,basic,1530.88,1118.41,-0.2694,4,59.5,0.94,0,17698.2,1,0.5681
ACC-0483,pro,721.08,904.93,0.255,1,-6.9,0.812,1,23327.57,0,0.485
ACC-0484,basic,1105.69,1800.77,0.6286,1,6.1,0.878,1,4483.58,0,0.6884
ACC-0485,basic,746.11,806.26,0.0806,1,45.0,1.0,2,23793.68,0,0.6627
ACC-0486,pro,780.03,880.1,0.1283,1,-29.7,0.816,0,7758.9,1,0.3347
ACC-0487,pro,1271.07,1133.25,-0.1084,0,33.9,0.995,1,18068.34,1,0.5773
ACC-0488,basic,986.51,593.64,-0.3982,0,4.4,0.999,0,37879.49,1,0.3745
ACC-0489,pro,1608.88,1395.54,-0.1326,2,38.0,1.0,1,27812.86,0,0.5452
ACC-0490,pro,831.22,631.36,-0.2404,2,2.7,0.917,1,1767.44,0,0.3333
ACC-0491,pro,1349.77,920.08,-0.3183,1,47.7,1.0,2,36772.32,1,0.5643
ACC-0492,pro,1034.09,1425.93,0.3789,0,35.6,1.0,1,23893.5,0,0.7463
ACC-0493,pro,1278.52,1355.27,0.06,1,77.0,0.939,3,15867.22,0,0.7752
ACC-0494,basic,843.49,913.95,0.0835,4,35.2,0.795,0,35200.14,1,0.558
ACC-0495,pro,982.65,915.85,-0.068,1,11.9,0.888,3,21491.9,1,0.4293
ACC-0496,pro,959.58,923.08,-0.038,0,27.6,1.0,1,6515.08,0,0.5749
ACC-0497,pro,707.38,857.49,0.2122,1,-5.3,1.0,2,51717.15,0,0.4786
ACC-0498,pro,1231.73,1222.97,-0.0071,0,47.2,1.0,0,23740.69,1,0.68
ACC-0499,basic,1227.59,1370.91,0.1168,0,52.7,0.994,0,22779.22,0,0.733
ACC-0500,pro,1207.74,1155.67,-0.0431,1,100.0,0.749,0,17923.42,0,0.8252
ACC-0501,pro,1537.94,1422.17,-0.0753,0,16.3,0.958,2,41699.49,0,0.4901
ACC-0502,enterprise,1507.27,1040.74,-0.3095,0,27.0,0.751,2,16126.82,1,0.391
ACC-0503,enterprise,868.77,490.76,-0.4351,1,17.7,0.722,1,1500.0,1,0.3218
ACC-0504,pro,1130.57,1065.51,-0.0575,1,41.4,0.929,0,13819.84,0,0.6182
ACC-0505,pro,781.74,791.46,0.0124,1,46.5,0.963,1,43901.62,0,0.6594
ACC-0506,pro,1008.17,722.91,-0.2829,2,33.4,1.0,0,36481.98,1,0.4962
ACC-0507,basic,790.09,784.1,-0.0076,0,67.6,0.96,0,20174.77,0,0.7485
ACC-0508,enterprise,1567.02,1585.56,0.0118,0,16.5,0.964,1,44598.83,0,0.4625
ACC-0509,pro,1127.29,592.59,-0.4743,4,64.6,0.782,2,35219.13,1,0.547
ACC-0510,basic,923.69,737.73,-0.2013,2,51.2,0.887,3,20001.16,0,0.54
ACC-0511,basic,1417.77,1544.8,0.0896,0,34.6,0.719,1,21511.35,0,0.6297
ACC-0512,enterprise,240.28,260.75,0.0852,0,25.6,0.66,1,28939.77,0,0.515
ACC-0513,basic,295.06,220.17,-0.2538,3,100.0,0.989,1,11521.7,0,0.7619
ACC-0514,basic,1278.54,1323.11,0.0349,0,10.5,0.81,0,24067.58,1,0.5079
ACC-0515,basic,1021.16,1250.85,0.2249,2,43.9,1.0,0,28627.7,1,0.708
ACC-0516,basic,1087.66,1273.6,0.171,1,12.5,1.0,2,1500.0,1,0.5422
ACC-0517,basic,535.76,524.53,-0.021,1,88.6,0.826,3,21160.2,0,0.7817
ACC-0518,pro,991.87,889.75,-0.103,4,61.6,0.971,1,19454.16,1,0.6253
ACC-0519,basic,1701.23,1465.68,-0.1385,2,14.6,0.821,2,39421.02,1,0.3899
ACC-0520,enterprise,1288.47,1421.08,0.1029,3,50.4,0.678,1,1500.0,0,0.5815
ACC-0521,enterprise,1059.4,1104.87,0.0429,0,42.7,0.915,0,18277.41,0,0.6015
ACC-0522,basic,846.33,963.52,0.1385,1,19.5,0.843,0,16773.68,1,0.5752
ACC-0523,basic,861.9,886.91,0.029,0,57.7,0.847,0,38401.06,0,0.7202
ACC-0524,pro,254.78,300.67,0.1801,2,46.7,1.0,0,23346.8,1,0.7109
ACC-0525,basic,1090.17,1112.86,0.0208,3,41.5,0.717,1,50941.42,1,0.5689
ACC-0526,basic,1295.92,1519.64,0.1726,2,33.7,0.946,1,33933.2,0,0.6321
ACC-0527,enterprise,448.53,534.46,0.1916,0,47.9,0.781,0,17846.66,0,0.6672
ACC-0528,enterprise,768.5,632.48,-0.177,2,41.9,1.0,0,27594.88,0,0.4838
ACC-0529,pro,594.89,358.25,-0.3978,2,36.8,0.936,2,18688.97,1,0.4707
ACC-0530,basic,662.13,886.96,0.3396,0,15.8,0.946,0,36890.94,0,0.658
ACC-0531,pro,1018.72,1076.24,0.0565,6,85.8,0.787,2,4017.03,1,0.7255
ACC-0532,pro,270.46,168.45,-0.3772,0,3.5,0.808,0,11644.56,1,0.3675
ACC-0533,basic,1214.99,1024.19,-0.157,2,47.8,1.0,0,30835.35,0,0.5861
ACC-0534,pro,1263.85,1478.47,0.1698,1,25.4,1.0,2,42386.35,0,0.6145
ACC-0535,basic,912.11,855.99,-0.0615,1,87.8,0.958,0,1500.0,0,0.7897
ACC-0536,basic,131.75,116.91,-0.1127,1,7.9,0.792,2,44617.07,0,0.3864
ACC-0537,pro,651.25,851.97,0.3082,0,12.9,0.941,1,21897.97,0,0.6331
ACC-0538,basic,1431.52,1101.69,-0.2304,2,5.9,1.0,0,1500.0,1,0.3561
ACC-0539,basic,80.0,65.95,-0.1756,0,44.7,0.912,1,1500.0,0,0.5889
ACC-0540,enterprise,878.37,919.22,0.0465,1,-6.2,1.0,2,1500.0,0,0.3375
ACC-0541,enterprise,587.0,637.42,0.0859,2,20.6,0.811,1,23704.43,1,0.458
ACC-0542,pro,1281.6,1421.54,0.1092,1,-29.6,0.895,0,23011.53,1,0.3341
ACC-0543,enterprise,763.71,916.81,0.2005,0,42.2,0.974,1,33498.01,0,0.6489
ACC-0544,enterprise,1141.38,1191.25,0.0437,3,20.0,0.948,1,15757.69,0,0.4249
ACC-0545,basic,1197.91,1326.88,0.1077,0,-9.6,0.808,0,7379.39,0,0.4359
ACC-0546,pro,1642.68,1549.0,-0.057,1,67.6,0.803,1,17803.7,1,0.7146
ACC-0547,basic,928.97,941.78,0.0138,1,-4.2,1.0,1,24504.15,0,0.4048
ACC-0548,basic,1131.62,1158.39,0.0237,3,58.9,1.0,2,27461.59,0,0.6643
ACC-0549,pro,480.23,502.96,0.0473,1,14.0,1.0,0,12162.53,0,0.5322
ACC-0550,pro,1416.64,1657.42,0.17,3,83.0,1.0,2,37521.7,0,0.8074
ACC-0551,pro,733.82,823.45,0.1221,2,57.5,0.916,2,14679.05,0,0.7144
ACC-0552,basic,803.74,811.55,0.0097,1,4.8,0.863,1,10954.24,1,0.437
ACC-0553,basic,992.21,815.59,-0.178,3,7.5,1.0,1,15864.13,1,0.3451
ACC-0554,enterprise,452.99,459.73,0.0149,1,53.2,0.986,1,40122.6,0,0.6195
ACC-0555,basic,1080.07,1073.41,-0.0062,1,27.1,0.782,2,22008.05,0,0.5256
ACC-0556,basic,1338.61,1395.5,0.0425,0,29.9,0.776,2,13582.3,0,0.5823
ACC-0557,basic,1102.53,1637.73,0.4854,1,73.2,0.959,0,37891.62,1,0.8622
ACC-0558,pro,443.89,392.74,-0.1152,1,12.5,0.879,0,56141.23,1,0.4486
ACC-0559,pro,956.67,1045.54,0.0929,0,37.7,0.897,0,27145.24,0,0.67
ACC-0560,pro,1259.71,1555.82,0.2351,1,63.6,1.0,0,42507.64,0,0.7935
ACC-0561,basic,342.7,350.09,0.0216,2,59.3,0.991,1,39541.17,0,0.6941
ACC-0562,basic,623.83,944.68,0.5143,3,30.2,1.0,1,14915.4,1,0.7221
ACC-0563,enterprise,1306.79,1198.11,-0.0832,2,26.3,0.668,0,24399.51,1,0.418
ACC-0564,pro,1094.53,1172.57,0.0713,1,-17.2,0.93,3,4761.83,0,0.3473
ACC-0565,pro,1144.19,943.11,-0.1757,1,3.3,0.983,0,20925.87,1,0.3865
ACC-0566,pro,1650.82,1523.16,-0.0773,0,44.6,0.717,1,14607.14,0,0.621
ACC-0567,pro,1163.99,1227.74,0.0548,4,30.9,0.821,0,17956.71,0,0.5364
ACC-0568,basic,1230.26,1459.32,0.1862,0,37.2,0.799,3,12751.57,0,0.6625
ACC-0569,basic,1948.76,2085.57,0.0702,0,66.2,0.903,1,19693.55,0,0.758
